visitorScore,homeScore,innings,homeWin
0,0,0,false
1,0,1,false
4,0,2,false
5,2,3,false
7,2,4,false
7,2,5,false
7,2,6,false
7,2,7,false
8,5,8,false
0,0,0,true
0,1,1,true
0,1,2,true
0,2,3,true
0,4,4,true
0,4,5,true
0,11,6,true
0,14,7,true
0,14,8,true
0,0,0,false
0,0,1,false
5,0,2,false
5,0,3,false
5,0,4,false
5,0,5,false
5,0,6,false
6,2,7,false
10,2,8,false
0,0,0,false
1,0,1,false
1,0,2,false
1,4,3,false
1,6,4,false
1,6,5,false
2,6,6,false
5,6,7,false
5,6,8,false
6,6,9,false
0,0,0,false
0,0,1,false
1,1,2,false
5,3,3,false
6,3,4,false
6,3,5,false
7,3,6,false
7,4,7,false
10,4,8,false
0,0,0,true
0,1,1,true
0,1,2,true
0,3,3,true
0,3,4,true
0,4,5,true
0,4,6,true
0,4,7,true
0,4,8,true
0,0,0,true
1,0,1,true
1,1,2,true
1,2,3,true
1,2,4,true
1,2,5,true
3,2,6,true
3,3,7,true
3,6,8,true
0,0,0,false
1,1,1,false
1,1,2,false
2,2,3,false
4,2,4,false
4,2,5,false
4,2,6,false
6,3,7,false
6,3,8,false
0,0,0,false
0,0,1,false
2,0,2,false
2,0,3,false
6,1,4,false
6,1,5,false
6,1,6,false
6,1,7,false
7,1,8,false
0,0,0,true
2,0,1,true
4,0,2,true
4,1,3,true
4,1,4,true
4,1,5,true
4,1,6,true
4,2,7,true
4,2,8,true
0,0,0,true
0,0,1,true
0,6,2,true
0,6,3,true
0,7,4,true
0,7,5,true
0,7,6,true
1,7,7,true
2,7,8,true
0,0,0,true
0,6,1,true
3,6,2,true
3,6,3,true
5,7,4,true
8,8,5,true
8,8,6,true
8,9,7,true
8,11,8,true
0,0,0,true
0,2,1,true
0,2,2,true
0,2,3,true
0,2,4,true
0,2,5,true
1,4,6,true
1,4,7,true
1,4,8,true
0,0,0,false
3,0,1,false
3,0,2,false
3,0,3,false
6,0,4,false
8,0,5,false
8,0,6,false
8,0,7,false
8,0,8,false
0,0,0,false
0,0,1,false
0,0,2,false
1,0,3,false
1,1,4,false
1,1,5,false
2,1,6,false
2,2,7,false
2,2,8,false
0,0,0,true
0,0,1,true
0,0,2,true
1,0,3,true
1,0,4,true
1,0,5,true
1,0,6,true
1,0,7,true
1,2,8,true
0,0,0,false
0,0,1,false
1,0,2,false
3,0,3,false
5,0,4,false
7,3,5,false
7,3,6,false
10,3,7,false
10,3,8,false
0,0,0,false
3,0,1,false
3,0,2,false
3,0,3,false
7,0,4,false
9,0,5,false
9,0,6,false
14,0,7,false
14,0,8,false
0,0,0,true
0,0,1,true
0,0,2,true
1,0,3,true
1,0,4,true
1,6,5,true
1,6,6,true
1,9,7,true
5,9,8,true
0,0,0,true
1,2,1,true
1,2,2,true
1,3,3,true
2,3,4,true
2,7,5,true
2,7,6,true
2,7,7,true
6,8,8,true
0,0,0,true
0,0,1,true
0,1,2,true
0,1,3,true
0,2,4,true
0,2,5,true
1,5,6,true
2,5,7,true
2,7,8,true
0,0,0,false
1,0,1,false
1,0,2,false
3,0,3,false
3,0,4,false
3,1,5,false
5,1,6,false
5,1,7,false
5,2,8,false
0,0,0,false
1,1,1,false
1,2,2,false
3,3,3,false
5,3,4,false
5,3,5,false
5,3,6,false
5,5,7,false
5,5,8,false
0,0,0,false
0,0,1,false
0,0,2,false
0,1,3,false
0,1,4,false
0,1,5,false
1,1,6,false
2,1,7,false
3,1,8,false
0,0,0,true
0,0,1,true
0,0,2,true
1,4,3,true
1,4,4,true
1,4,5,true
1,4,6,true
2,4,7,true
2,4,8,true
0,0,0,false
0,1,1,false
0,1,2,false
0,1,3,false
2,1,4,false
4,1,5,false
7,1,6,false
7,5,7,false
7,5,8,false
0,0,0,true
0,0,1,true
0,0,2,true
0,0,3,true
0,1,4,true
0,4,5,true
0,4,6,true
0,4,7,true
0,5,8,true
0,0,0,false
1,0,1,false
1,0,2,false
2,0,3,false
3,0,4,false
3,0,5,false
3,0,6,false
4,0,7,false
4,0,8,false
0,0,0,false
0,0,1,false
0,1,2,false
0,3,3,false
0,3,4,false
0,4,5,false
2,4,6,false
3,6,7,false
4,6,8,false
6,6,9,false
0,0,0,true
1,0,1,true
3,4,2,true
7,5,3,true
7,5,4,true
7,9,5,true
7,11,6,true
7,11,7,true
7,11,8,true
0,0,0,true
0,0,1,true
0,0,2,true
5,3,3,true
5,3,4,true
5,4,5,true
5,4,6,true
5,5,7,true
6,5,8,true
0,0,0,false
0,1,1,false
3,2,2,false
3,2,3,false
3,2,4,false
3,2,5,false
4,2,6,false
6,2,7,false
6,3,8,false
0,0,0,true
0,0,1,true
0,0,2,true
0,0,3,true
0,0,4,true
0,0,5,true
0,0,6,true
0,2,7,true
0,2,8,true
0,0,0,false
0,1,1,false
0,1,2,false
0,1,3,false
1,1,4,false
1,1,5,false
6,1,6,false
6,6,7,false
7,6,8,false
0,0,0,true
0,0,1,true
0,0,2,true
0,0,3,true
0,0,4,true
0,0,5,true
0,0,6,true
0,1,7,true
0,1,8,true
0,0,0,true
0,3,1,true
0,3,2,true
0,3,3,true
1,4,4,true
1,4,5,true
1,5,6,true
1,5,7,true
1,5,8,true
0,0,0,false
0,0,1,false
1,1,2,false
1,2,3,false
1,2,4,false
1,2,5,false
1,2,6,false
1,2,7,false
3,3,8,false
3,3,9,false
0,0,0,false
1,0,1,false
1,0,2,false
5,0,3,false
5,0,4,false
5,0,5,false
6,0,6,false
8,6,7,false
